,Week,Day,Date,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,OT,Rec,Unnamed: 8_level_1,Opp,Opp_2,Tm,1stD,1stD_2,TotYd,TotYd_2,PassY,PassY_2,RushY,RushY_2,TO,TO_2,Offense,Defense,Sp. Tms,,key,Officials,Officials_2
3,3,Mon,September 25,8:30PM ET,boxscore,L,,1-2,,Dallas Cowboys,28.0,17.0,22.0,15.0,332.0,273.0,283.0,174.0,49.0,99.0,,,3.02,-8.02,-5.45,/boxscores/201709250crd.htm,0,Line Judge,Julian Mapp
4,3,Mon,September 25,8:30PM ET,boxscore,L,,1-2,,Dallas Cowboys,28.0,17.0,22.0,15.0,332.0,273.0,283.0,174.0,49.0,99.0,,,3.02,-8.02,-5.45,/boxscores/201709250crd.htm,0,Back Judge,Lee Dyer
5,3,Mon,September 25,8:30PM ET,boxscore,L,,1-2,,Dallas Cowboys,28.0,17.0,22.0,15.0,332.0,273.0,283.0,174.0,49.0,99.0,,,3.02,-8.02,-5.45,/boxscores/201709250crd.htm,0,Side Judge,Jeff Lamberth
6,3,Mon,September 25,8:30PM ET,boxscore,L,,1-2,,Dallas Cowboys,28.0,17.0,22.0,15.0,332.0,273.0,283.0,174.0,49.0,99.0,,,3.02,-8.02,-5.45,/boxscores/201709250crd.htm,0,Field Judge,Steve Zimmer
0,4,Sun,October 1,4:05PM ET,boxscore,W,OT,2-2,,San Francisco 49ers,15.0,18.0,25.0,20.0,368.0,305.0,317.0,210.0,51.0,95.0,1.0,1.0,-3.67,10.83,-3.36,/boxscores/201710010crd.htm,0,Referee,Tony Corrente
1,4,Sun,October 1,4:05PM ET,boxscore,W,OT,2-2,,San Francisco 49ers,15.0,18.0,25.0,20.0,368.0,305.0,317.0,210.0,51.0,95.0,1.0,1.0,-3.67,10.83,-3.36,/boxscores/201710010crd.htm,0,Umpire,Alan Eck
2,4,Sun,October 1,4:05PM ET,boxscore,W,OT,2-2,,San Francisco 49ers,15.0,18.0,25.0,20.0,368.0,305.0,317.0,210.0,51.0,95.0,1.0,1.0,-3.67,10.83,-3.36,/boxscores/201710010crd.htm,0,Down Judge,Patrick Turner
3,4,Sun,October 1,4:05PM ET,boxscore,W,OT,2-2,,San Francisco 49ers,15.0,18.0,25.0,20.0,368.0,305.0,317.0,210.0,51.0,95.0,1.0,1.0,-3.67,10.83,-3.36,/boxscores/201710010crd.htm,0,Line Judge,Bart Longson
4,4,Sun,October 1,4:05PM ET,boxscore,W,OT,2-2,,San Francisco 49ers,15.0,18.0,25.0,20.0,368.0,305.0,317.0,210.0,51.0,95.0,1.0,1.0,-3.67,10.83,-3.36,/boxscores/201710010crd.htm,0,Back Judge,Todd Prukop
5,4,Sun,October 1,4:05PM ET,boxscore,W,OT,2-2,,San Francisco 49ers,15.0,18.0,25.0,20.0,368.0,305.0,317.0,210.0,51.0,95.0,1.0,1.0,-3.67,10.83,-3.36,/boxscores/201710010crd.htm,0,Side Judge,Ryan Dickson
6,4,Sun,October 1,4:05PM ET,boxscore,W,OT,2-2,,San Francisco 49ers,15.0,18.0,25.0,20.0,368.0,305.0,317.0,210.0,51.0,95.0,1.0,1.0,-3.67,10.83,-3.36,/boxscores/201710010crd.htm,0,Field Judge,Buddy Horton
0,5,Sun,October 8,1:00PM ET,boxscore,L,,2-3,@,Philadelphia Eagles,34.0,7.0,16.0,19.0,307.0,419.0,276.0,297.0,31.0,122.0,1.0,1.0,-3.67,-16.42,-5.58,/boxscores/201710080phi.htm,0,Referee,John Hussey
1,5,Sun,October 8,1:00PM ET,boxscore,L,,2-3,@,Philadelphia Eagles,34.0,7.0,16.0,19.0,307.0,419.0,276.0,297.0,31.0,122.0,1.0,1.0,-3.67,-16.42,-5.58,/boxscores/201710080phi.htm,0,Umpire,Tony Michalek
2,5,Sun,October 8,1:00PM ET,boxscore,L,,2-3,@,Philadelphia Eagles,34.0,7.0,16.0,19.0,307.0,419.0,276.0,297.0,31.0,122.0,1.0,1.0,-3.67,-16.42,-5.58,/boxscores/201710080phi.htm,0,Down Judge,Ed Walker
3,5,Sun,October 8,1:00PM ET,boxscore,L,,2-3,@,Philadelphia Eagles,34.0,7.0,16.0,19.0,307.0,419.0,276.0,297.0,31.0,122.0,1.0,1.0,-3.67,-16.42,-5.58,/boxscores/201710080phi.htm,0,Line Judge,Ron Marinucci
4,5,Sun,October 8,1:00PM ET,boxscore,L,,2-3,@,Philadelphia Eagles,34.0,7.0,16.0,19.0,307.0,419.0,276.0,297.0,31.0,122.0,1.0,1.0,-3.67,-16.42,-5.58,/boxscores/201710080phi.htm,0,Back Judge,Keith Ferguson
5,5,Sun,October 8,1:00PM ET,boxscore,L,,2-3,@,Philadelphia Eagles,34.0,7.0,16.0,19.0,307.0,419.0,276.0,297.0,31.0,122.0,1.0,1.0,-3.67,-16.42,-5.58,/boxscores/201710080phi.htm,0,Side Judge,Jimmy Buchanan
6,5,Sun,October 8,1:00PM ET,boxscore,L,,2-3,@,Philadelphia Eagles,34.0,7.0,16.0,19.0,307.0,419.0,276.0,297.0,31.0,122.0,1.0,1.0,-3.67,-16.42,-5.58,/boxscores/201710080phi.htm,0,Field Judge,Allen Baynes
0,6,Sun,October 15,4:05PM ET,boxscore,W,,3-3,,Tampa Bay Buccaneers,33.0,38.0,23.0,21.0,432.0,412.0,272.0,344.0,160.0,68.0,2.0,2.0,6.93,-5.45,2.54,/boxscores/201710150crd.htm,0,Referee,Tony Steratore
1,6,Sun,October 15,4:05PM ET,boxscore,W,,3-3,,Tampa Bay Buccaneers,33.0,38.0,23.0,21.0,432.0,412.0,272.0,344.0,160.0,68.0,2.0,2.0,6.93,-5.45,2.54,/boxscores/201710150crd.htm,0,Umpire,Roy Ellison
2,6,Sun,October 15,4:05PM ET,boxscore,W,,3-3,,Tampa Bay Buccaneers,33.0,38.0,23.0,21.0,432.0,412.0,272.0,344.0,160.0,68.0,2.0,2.0,6.93,-5.45,2.54,/boxscores/201710150crd.htm,0,Down Judge,David Oliver
3,6,Sun,October 15,4:05PM ET,boxscore,W,,3-3,,Tampa Bay Buccaneers,33.0,38.0,23.0,21.0,432.0,412.0,272.0,344.0,160.0,68.0,2.0,2.0,6.93,-5.45,2.54,/boxscores/201710150crd.htm,0,Line Judge,Gary Arthur
4,6,Sun,October 15,4:05PM ET,boxscore,W,,3-3,,Tampa Bay Buccaneers,33.0,38.0,23.0,21.0,432.0,412.0,272.0,344.0,160.0,68.0,2.0,2.0,6.93,-5.45,2.54,/boxscores/201710150crd.htm,0,Back Judge,Dino Paganelli
5,6,Sun,October 15,4:05PM ET,boxscore,W,,3-3,,Tampa Bay Buccaneers,33.0,38.0,23.0,21.0,432.0,412.0,272.0,344.0,160.0,68.0,2.0,2.0,6.93,-5.45,2.54,/boxscores/201710150crd.htm,0,Side Judge,Adrian Hill
6,6,Sun,October 15,4:05PM ET,boxscore,W,,3-3,,Tampa Bay Buccaneers,33.0,38.0,23.0,21.0,432.0,412.0,272.0,344.0,160.0,68.0,2.0,2.0,6.93,-5.45,2.54,/boxscores/201710150crd.htm,0,Field Judge,Mike Weatherford
0,7,Sun,October 22,1:00PM ET,boxscore,L,,3-4,@,Los Angeles Rams,33.0,0.0,10.0,28.0,196.0,425.0,171.0,228.0,25.0,197.0,2.0,1.0,-16.63,-13.79,-4.82,/boxscores/201710220ram.htm,0,Referee,Brad Allen
1,7,Sun,October 22,1:00PM ET,boxscore,L,,3-4,@,Los Angeles Rams,33.0,0.0,10.0,28.0,196.0,425.0,171.0,228.0,25.0,197.0,2.0,1.0,-16.63,-13.79,-4.82,/boxscores/201710220ram.htm,0,Umpire,Fred Bryan
2,7,Sun,October 22,1:00PM ET,boxscore,L,,3-4,@,Los Angeles Rams,33.0,0.0,10.0,28.0,196.0,425.0,171.0,228.0,25.0,197.0,2.0,1.0,-16.63,-13.79,-4.82,/boxscores/201710220ram.htm,0,Down Judge,Jim Mello
3,7,Sun,October 22,1:00PM ET,boxscore,L,,3-4,@,Los Angeles Rams,33.0,0.0,10.0,28.0,196.0,425.0,171.0,228.0,25.0,197.0,2.0,1.0,-16.63,-13.79,-4.82,/boxscores/201710220ram.htm,0,Line Judge,Brian Bolinger
4,7,Sun,October 22,1:00PM ET,boxscore,L,,3-4,@,Los Angeles Rams,33.0,0.0,10.0,28.0,196.0,425.0,171.0,228.0,25.0,197.0,2.0,1.0,-16.63,-13.79,-4.82,/boxscores/201710220ram.htm,0,Back Judge,Shawn Hochuli
5,7,Sun,October 22,1:00PM ET,boxscore,L,,3-4,@,Los Angeles Rams,33.0,0.0,10.0,28.0,196.0,425.0,171.0,228.0,25.0,197.0,2.0,1.0,-16.63,-13.79,-4.82,/boxscores/201710220ram.htm,0,Side Judge,Jabir Walker
6,7,Sun,October 22,1:00PM ET,boxscore,L,,3-4,@,Los Angeles Rams,33.0,0.0,10.0,28.0,196.0,425.0,171.0,228.0,25.0,197.0,2.0,1.0,-16.63,-13.79,-4.82,/boxscores/201710220ram.htm,0,Field Judge,Tom Hill
0,9,Sun,November 5,4:05PM ET,boxscore,W,,4-4,@,San Francisco 49ers,10.0,20.0,20.0,17.0,368.0,329.0,201.0,266.0,167.0,63.0,2.0,2.0,-3.98,19.86,-3.99,/boxscores/201711050sfo.htm,0,Referee,Craig Wrolstad
1,9,Sun,November 5,4:05PM ET,boxscore,W,,4-4,@,San Francisco 49ers,10.0,20.0,20.0,17.0,368.0,329.0,201.0,266.0,167.0,63.0,2.0,2.0,-3.98,19.86,-3.99,/boxscores/201711050sfo.htm,0,Umpire,Barry Anderson
2,9,Sun,November 5,4:05PM ET,boxscore,W,,4-4,@,San Francisco 49ers,10.0,20.0,20.0,17.0,368.0,329.0,201.0,266.0,167.0,63.0,2.0,2.0,-3.98,19.86,-3.99,/boxscores/201711050sfo.htm,0,Down Judge,Mark Hittner
3,9,Sun,November 5,4:05PM ET,boxscore,W,,4-4,@,San Francisco 49ers,10.0,20.0,20.0,17.0,368.0,329.0,201.0,266.0,167.0,63.0,2.0,2.0,-3.98,19.86,-3.99,/boxscores/201711050sfo.htm,0,Line Judge,Julian Mapp
4,9,Sun,November 5,4:05PM ET,boxscore,W,,4-4,@,San Francisco 49ers,10.0,20.0,20.0,17.0,368.0,329.0,201.0,266.0,167.0,63.0,2.0,2.0,-3.98,19.86,-3.99,/boxscores/201711050sfo.htm,0,Back Judge,Greg Meyer
5,9,Sun,November 5,4:05PM ET,boxscore,W,,4-4,@,San Francisco 49ers,10.0,20.0,20.0,17.0,368.0,329.0,201.0,266.0,167.0,63.0,2.0,2.0,-3.98,19.86,-3.99,/boxscores/201711050sfo.htm,0,Side Judge,Jeff Lamberth
6,9,Sun,November 5,4:05PM ET,boxscore,W,,4-4,@,San Francisco 49ers,10.0,20.0,20.0,17.0,368.0,329.0,201.0,266.0,167.0,63.0,2.0,2.0,-3.98,19.86,-3.99,/boxscores/201711050sfo.htm,0,Field Judge,Steve Zimmer
0,10,Thu,November 9,8:25PM ET,boxscore,L,,4-5,,Seattle Seahawks,22.0,16.0,24.0,14.0,290.0,287.0,256.0,212.0,34.0,75.0,1.0,,-4.03,2.92,-8.0,/boxscores/201711090crd.htm,0,Referee,Walt Anderson
1,10,Thu,November 9,8:25PM ET,boxscore,L,,4-5,,Seattle Seahawks,22.0,16.0,24.0,14.0,290.0,287.0,256.0,212.0,34.0,75.0,1.0,,-4.03,2.92,-8.0,/boxscores/201711090crd.htm,0,Umpire,Carl Paganelli
2,10,Thu,November 9,8:25PM ET,boxscore,L,,4-5,,Seattle Seahawks,22.0,16.0,24.0,14.0,290.0,287.0,256.0,212.0,34.0,75.0,1.0,,-4.03,2.92,-8.0,/boxscores/201711090crd.htm,0,Down Judge,Jerod Phillips
3,10,Thu,November 9,8:25PM ET,boxscore,L,,4-5,,Seattle Seahawks,22.0,16.0,24.0,14.0,290.0,287.0,256.0,212.0,34.0,75.0,1.0,,-4.03,2.92,-8.0,/boxscores/201711090crd.htm,0,Line Judge,Byron Boston
4,10,Thu,November 9,8:25PM ET,boxscore,L,,4-5,,Seattle Seahawks,22.0,16.0,24.0,14.0,290.0,287.0,256.0,212.0,34.0,75.0,1.0,,-4.03,2.92,-8.0,/boxscores/201711090crd.htm,0,Back Judge,Gregory Wilson
5,10,Thu,November 9,8:25PM ET,boxscore,L,,4-5,,Seattle Seahawks,22.0,16.0,24.0,14.0,290.0,287.0,256.0,212.0,34.0,75.0,1.0,,-4.03,2.92,-8.0,/boxscores/201711090crd.htm,0,Side Judge,Laird Hayes
6,10,Thu,November 9,8:25PM ET,boxscore,L,,4-5,,Seattle Seahawks,22.0,16.0,24.0,14.0,290.0,287.0,256.0,212.0,34.0,75.0,1.0,,-4.03,2.92,-8.0,/boxscores/201711090crd.htm,0,Field Judge,John Jenkins
7,10,Thu,November 9,8:25PM ET,boxscore,L,,4-5,,Seattle Seahawks,22.0,16.0,24.0,14.0,290.0,287.0,256.0,212.0,34.0,75.0,1.0,,-4.03,2.92,-8.0,/boxscores/201711090crd.htm,0,Field Judge,John Jenkins
0,11,Sun,November 19,1:00PM ET,boxscore,L,,4-6,@,Houston Texans,31.0,21.0,17.0,22.0,292.0,357.0,244.0,223.0,48.0,134.0,2.0,2.0,-2.48,-4.78,-3.27,/boxscores/201711190htx.htm,0,Referee,Ed Hochuli
1,11,Sun,November 19,1:00PM ET,boxscore,L,,4-6,@,Houston Texans,31.0,21.0,17.0,22.0,292.0,357.0,244.0,223.0,48.0,134.0,2.0,2.0,-2.48,-4.78,-3.27,/boxscores/201711190htx.htm,0,Umpire,Shawn Smith
2,11,Sun,November 19,1:00PM ET,boxscore,L,,4-6,@,Houston Texans,31.0,21.0,17.0,22.0,292.0,357.0,244.0,223.0,48.0,134.0,2.0,2.0,-2.48,-4.78,-3.27,/boxscores/201711190htx.htm,0,Down Judge,Greg Bradley
3,11,Sun,November 19,1:00PM ET,boxscore,L,,4-6,@,Houston Texans,31.0,21.0,17.0,22.0,292.0,357.0,244.0,223.0,48.0,134.0,2.0,2.0,-2.48,-4.78,-3.27,/boxscores/201711190htx.htm,0,Line Judge,Rusty Baynes
4,11,Sun,November 19,1:00PM ET,boxscore,L,,4-6,@,Houston Texans,31.0,21.0,17.0,22.0,292.0,357.0,244.0,223.0,48.0,134.0,2.0,2.0,-2.48,-4.78,-3.27,/boxscores/201711190htx.htm,0,Back Judge,Scott Helverson
5,11,Sun,November 19,1:00PM ET,boxscore,L,,4-6,@,Houston Texans,31.0,21.0,17.0,22.0,292.0,357.0,244.0,223.0,48.0,134.0,2.0,2.0,-2.48,-4.78,-3.27,/boxscores/201711190htx.htm,0,Side Judge,Alex Kemp
6,11,Sun,November 19,1:00PM ET,boxscore,L,,4-6,@,Houston Texans,31.0,21.0,17.0,22.0,292.0,357.0,244.0,223.0,48.0,134.0,2.0,2.0,-2.48,-4.78,-3.27,/boxscores/201711190htx.htm,0,Field Judge,Dale Shaw
0,12,Sun,November 26,4:25PM ET,boxscore,W,,5-6,,Jacksonville Jaguars,24.0,27.0,20.0,19.0,344.0,219.0,236.0,128.0,108.0,91.0,2.0,3.0,-2.72,9.17,-1.2,/boxscores/201711260crd.htm,0,Referee,Clete Blakeman
1,12,Sun,November 26,4:25PM ET,boxscore,W,,5-6,,Jacksonville Jaguars,24.0,27.0,20.0,19.0,344.0,219.0,236.0,128.0,108.0,91.0,2.0,3.0,-2.72,9.17,-1.2,/boxscores/201711260crd.htm,0,Umpire,George Ramon
2,12,Sun,November 26,4:25PM ET,boxscore,W,,5-6,,Jacksonville Jaguars,24.0,27.0,20.0,19.0,344.0,219.0,236.0,128.0,108.0,91.0,2.0,3.0,-2.72,9.17,-1.2,/boxscores/201711260crd.htm,0,Down Judge,Hugo Cruz
3,12,Sun,November 26,4:25PM ET,boxscore,W,,5-6,,Jacksonville Jaguars,24.0,27.0,20.0,19.0,344.0,219.0,236.0,128.0,108.0,91.0,2.0,3.0,-2.72,9.17,-1.2,/boxscores/201711260crd.htm,0,Line Judge,Dana McKenzie
4,12,Sun,November 26,4:25PM ET,boxscore,W,,5-6,,Jacksonville Jaguars,24.0,27.0,20.0,19.0,344.0,219.0,236.0,128.0,108.0,91.0,2.0,3.0,-2.72,9.17,-1.2,/boxscores/201711260crd.htm,0,Back Judge,Steven Patrick
5,12,Sun,November 26,4:25PM ET,boxscore,W,,5-6,,Jacksonville Jaguars,24.0,27.0,20.0,19.0,344.0,219.0,236.0,128.0,108.0,91.0,2.0,3.0,-2.72,9.17,-1.2,/boxscores/201711260crd.htm,0,Side Judge,Dyrol Prioleau
6,12,Sun,November 26,4:25PM ET,boxscore,W,,5-6,,Jacksonville Jaguars,24.0,27.0,20.0,19.0,344.0,219.0,236.0,128.0,108.0,91.0,2.0,3.0,-2.72,9.17,-1.2,/boxscores/201711260crd.htm,0,Field Judge,Joe Larrew
0,13,Sun,December 3,4:25PM ET,boxscore,L,,5-7,,Los Angeles Rams,32.0,16.0,19.0,18.0,305.0,303.0,187.0,213.0,118.0,90.0,2.0,1.0,-8.56,-2.4,-3.31,/boxscores/201712030crd.htm,0,Referee,Ron Torbert
1,13,Sun,December 3,4:25PM ET,boxscore,L,,5-7,,Los Angeles Rams,32.0,16.0,19.0,18.0,305.0,303.0,187.0,213.0,118.0,90.0,2.0,1.0,-8.56,-2.4,-3.31,/boxscores/201712030crd.htm,0,Umpire,Paul King
2,13,Sun,December 3,4:25PM ET,boxscore,L,,5-7,,Los Angeles Rams,32.0,16.0,19.0,18.0,305.0,303.0,187.0,213.0,118.0,90.0,2.0,1.0,-8.56,-2.4,-3.31,/boxscores/201712030crd.htm,0,Down Judge,Sarah Thomas
3,13,Sun,December 3,4:25PM ET,boxscore,L,,5-7,,Los Angeles Rams,32.0,16.0,19.0,18.0,305.0,303.0,187.0,213.0,118.0,90.0,2.0,1.0,-8.56,-2.4,-3.31,/boxscores/201712030crd.htm,0,Line Judge,Mark Steinkerchner
4,13,Sun,December 3,4:25PM ET,boxscore,L,,5-7,,Los Angeles Rams,32.0,16.0,19.0,18.0,305.0,303.0,187.0,213.0,118.0,90.0,2.0,1.0,-8.56,-2.4,-3.31,/boxscores/201712030crd.htm,0,Back Judge,Greg Yette
5,13,Sun,December 3,4:25PM ET,boxscore,L,,5-7,,Los Angeles Rams,32.0,16.0,19.0,18.0,305.0,303.0,187.0,213.0,118.0,90.0,2.0,1.0,-8.56,-2.4,-3.31,/boxscores/201712030crd.htm,0,Side Judge,Scott Edwards
6,13,Sun,December 3,4:25PM ET,boxscore,L,,5-7,,Los Angeles Rams,32.0,16.0,19.0,18.0,305.0,303.0,187.0,213.0,118.0,90.0,2.0,1.0,-8.56,-2.4,-3.31,/boxscores/201712030crd.htm,0,Field Judge,Scott Novak
0,14,Sun,December 10,4:05PM ET,boxscore,W,,6-7,,Tennessee Titans,7.0,12.0,16.0,14.0,261.0,204.0,125.0,139.0,136.0,65.0,,2.0,-8.75,18.35,0.07,/boxscores/201712100crd.htm,0,Referee,Jerome Boger
1,14,Sun,December 10,4:05PM ET,boxscore,W,,6-7,,Tennessee Titans,7.0,12.0,16.0,14.0,261.0,204.0,125.0,139.0,136.0,65.0,,2.0,-8.75,18.35,0.07,/boxscores/201712100crd.htm,0,Umpire,Richard Hall
2,14,Sun,December 10,4:05PM ET,boxscore,W,,6-7,,Tennessee Titans,7.0,12.0,16.0,14.0,261.0,204.0,125.0,139.0,136.0,65.0,,2.0,-8.75,18.35,0.07,/boxscores/201712100crd.htm,0,Down Judge,Tom Symonette
3,14,Sun,December 10,4:05PM ET,boxscore,W,,6-7,,Tennessee Titans,7.0,12.0,16.0,14.0,261.0,204.0,125.0,139.0,136.0,65.0,,2.0,-8.75,18.35,0.07,/boxscores/201712100crd.htm,0,Line Judge,Mike Carr
4,14,Sun,December 10,4:05PM ET,boxscore,W,,6-7,,Tennessee Titans,7.0,12.0,16.0,14.0,261.0,204.0,125.0,139.0,136.0,65.0,,2.0,-8.75,18.35,0.07,/boxscores/201712100crd.htm,0,Back Judge,Tony Steratore
5,14,Sun,December 10,4:05PM ET,boxscore,W,,6-7,,Tennessee Titans,7.0,12.0,16.0,14.0,261.0,204.0,125.0,139.0,136.0,65.0,,2.0,-8.75,18.35,0.07,/boxscores/201712100crd.htm,0,Side Judge,Walt Coleman IV
6,14,Sun,December 10,4:05PM ET,boxscore,W,,6-7,,Tennessee Titans,7.0,12.0,16.0,14.0,261.0,204.0,125.0,139.0,136.0,65.0,,2.0,-8.75,18.35,0.07,/boxscores/201712100crd.htm,0,Field Judge,Eugene Hall
0,15,Sun,December 17,1:00PM ET,boxscore,L,,6-8,@,Washington Redskins,20.0,15.0,19.0,14.0,286.0,218.0,145.0,187.0,141.0,31.0,2.0,1.0,-19.03,6.74,8.87,/boxscores/201712170was.htm,0,Referee,Peter Morelli
1,15,Sun,December 17,1:00PM ET,boxscore,L,,6-8,@,Washington Redskins,20.0,15.0,19.0,14.0,286.0,218.0,145.0,187.0,141.0,31.0,2.0,1.0,-19.03,6.74,8.87,/boxscores/201712170was.htm,0,Umpire,Bryan Neale
2,15,Sun,December 17,1:00PM ET,boxscore,L,,6-8,@,Washington Redskins,20.0,15.0,19.0,14.0,286.0,218.0,145.0,187.0,141.0,31.0,2.0,1.0,-19.03,6.74,8.87,/boxscores/201712170was.htm,0,Down Judge,Steve Stelljes
3,15,Sun,December 17,1:00PM ET,boxscore,L,,6-8,@,Washington Redskins,20.0,15.0,19.0,14.0,286.0,218.0,145.0,187.0,141.0,31.0,2.0,1.0,-19.03,6.74,8.87,/boxscores/201712170was.htm,0,Line Judge,Tim Podraza
4,15,Sun,December 17,1:00PM ET,boxscore,L,,6-8,@,Washington Redskins,20.0,15.0,19.0,14.0,286.0,218.0,145.0,187.0,141.0,31.0,2.0,1.0,-19.03,6.74,8.87,/boxscores/201712170was.htm,0,Back Judge,Greg Steed
5,15,Sun,December 17,1:00PM ET,boxscore,L,,6-8,@,Washington Redskins,20.0,15.0,19.0,14.0,286.0,218.0,145.0,187.0,141.0,31.0,2.0,1.0,-19.03,6.74,8.87,/boxscores/201712170was.htm,0,Side Judge,Boris Cheek
6,15,Sun,December 17,1:00PM ET,boxscore,L,,6-8,@,Washington Redskins,20.0,15.0,19.0,14.0,286.0,218.0,145.0,187.0,141.0,31.0,2.0,1.0,-19.03,6.74,8.87,/boxscores/201712170was.htm,0,Field Judge,Brad Rogers
0,16,Sun,December 24,4:25PM ET,boxscore,W,,7-8,,New York Giants,0.0,23.0,19.0,12.0,289.0,293.0,215.0,250.0,74.0,43.0,2.0,3.0,-5.11,26.57,2.15,/boxscores/201712240crd.htm,0,Referee,John Parry
1,16,Sun,December 24,4:25PM ET,boxscore,W,,7-8,,New York Giants,0.0,23.0,19.0,12.0,289.0,293.0,215.0,250.0,74.0,43.0,2.0,3.0,-5.11,26.57,2.15,/boxscores/201712240crd.htm,0,Umpire,Mark Pellis
2,16,Sun,December 24,4:25PM ET,boxscore,W,,7-8,,New York Giants,0.0,23.0,19.0,12.0,289.0,293.0,215.0,250.0,74.0,43.0,2.0,3.0,-5.11,26.57,2.15,/boxscores/201712240crd.htm,0,Down Judge,Mike Spanier
3,16,Sun,December 24,4:25PM ET,boxscore,W,,7-8,,New York Giants,0.0,23.0,19.0,12.0,289.0,293.0,215.0,250.0,74.0,43.0,2.0,3.0,-5.11,26.57,2.15,/boxscores/201712240crd.htm,0,Line Judge,Jeff Seeman
4,16,Sun,December 24,4:25PM ET,boxscore,W,,7-8,,New York Giants,0.0,23.0,19.0,12.0,289.0,293.0,215.0,250.0,74.0,43.0,2.0,3.0,-5.11,26.57,2.15,/boxscores/201712240crd.htm,0,Back Judge,Perry Paganelli
5,16,Sun,December 24,4:25PM ET,boxscore,W,,7-8,,New York Giants,0.0,23.0,19.0,12.0,289.0,293.0,215.0,250.0,74.0,43.0,2.0,3.0,-5.11,26.57,2.15,/boxscores/201712240crd.htm,0,Side Judge,Keith Washington
6,16,Sun,December 24,4:25PM ET,boxscore,W,,7-8,,New York Giants,0.0,23.0,19.0,12.0,289.0,293.0,215.0,250.0,74.0,43.0,2.0,3.0,-5.11,26.57,2.15,/boxscores/201712240crd.htm,0,Field Judge,David Meslow
0,17,Sun,December 31,4:25PM ET,boxscore,W,,8-8,@,Seattle Seahawks,24.0,26.0,19.0,13.0,259.0,296.0,143.0,195.0,116.0,101.0,1.0,,-0.61,4.47,0.55,/boxscores/201712310sea.htm,0,Referee,Walt Coleman
1,17,Sun,December 31,4:25PM ET,boxscore,W,,8-8,@,Seattle Seahawks,24.0,26.0,19.0,13.0,259.0,296.0,143.0,195.0,116.0,101.0,1.0,,-0.61,4.47,0.55,/boxscores/201712310sea.htm,0,Umpire,Jeff Rice
2,17,Sun,December 31,4:25PM ET,boxscore,W,,8-8,@,Seattle Seahawks,24.0,26.0,19.0,13.0,259.0,296.0,143.0,195.0,116.0,101.0,1.0,,-0.61,4.47,0.55,/boxscores/201712310sea.htm,0,Down Judge,Derick Bowers
3,17,Sun,December 31,4:25PM ET,boxscore,W,,8-8,@,Seattle Seahawks,24.0,26.0,19.0,13.0,259.0,296.0,143.0,195.0,116.0,101.0,1.0,,-0.61,4.47,0.55,/boxscores/201712310sea.htm,0,Line Judge,Kevin Codey
4,17,Sun,December 31,4:25PM ET,boxscore,W,,8-8,@,Seattle Seahawks,24.0,26.0,19.0,13.0,259.0,296.0,143.0,195.0,116.0,101.0,1.0,,-0.61,4.47,0.55,/boxscores/201712310sea.htm,0,Back Judge,Terrence Miles
5,17,Sun,December 31,4:25PM ET,boxscore,W,,8-8,@,Seattle Seahawks,24.0,26.0,19.0,13.0,259.0,296.0,143.0,195.0,116.0,101.0,1.0,,-0.61,4.47,0.55,/boxscores/201712310sea.htm,0,Side Judge,James Coleman
6,17,Sun,December 31,4:25PM ET,boxscore,W,,8-8,@,Seattle Seahawks,24.0,26.0,19.0,13.0,259.0,296.0,143.0,195.0,116.0,101.0,1.0,,-0.61,4.47,0.55,/boxscores/201712310sea.htm,0,Field Judge,Scott Novak
0,1,Sun,September 11,8:30PM ET,boxscore,L,,0-1,,New England Patriots,23.0,21.0,21.0,19.0,344.0,363.0,252.0,257.0,92.0,106.0,,2.0,11.42,-5.61,-9.08,/boxscores/201609110crd.htm,0,Referee,Tony Corrente
1,1,Sun,September 11,8:30PM ET,boxscore,L,,0-1,,New England Patriots,23.0,21.0,21.0,19.0,344.0,363.0,252.0,257.0,92.0,106.0,,2.0,11.42,-5.61,-9.08,/boxscores/201609110crd.htm,0,Umpire,Dan Ferrell
2,1,Sun,September 11,8:30PM ET,boxscore,L,,0-1,,New England Patriots,23.0,21.0,21.0,19.0,344.0,363.0,252.0,257.0,92.0,106.0,,2.0,11.42,-5.61,-9.08,/boxscores/201609110crd.htm,0,Head Linesman,Patrick Turner
3,1,Sun,September 11,8:30PM ET,boxscore,L,,0-1,,New England Patriots,23.0,21.0,21.0,19.0,344.0,363.0,252.0,257.0,92.0,106.0,,2.0,11.42,-5.61,-9.08,/boxscores/201609110crd.htm,0,Line Judge,Bart Longson
4,1,Sun,September 11,8:30PM ET,boxscore,L,,0-1,,New England Patriots,23.0,21.0,21.0,19.0,344.0,363.0,252.0,257.0,92.0,106.0,,2.0,11.42,-5.61,-9.08,/boxscores/201609110crd.htm,0,Back Judge,Todd Prukop
5,1,Sun,September 11,8:30PM ET,boxscore,L,,0-1,,New England Patriots,23.0,21.0,21.0,19.0,344.0,363.0,252.0,257.0,92.0,106.0,,2.0,11.42,-5.61,-9.08,/boxscores/201609110crd.htm,0,Side Judge,Rob Vernatchi
