,Week,Day,Date,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,OT,Rec,Unnamed: 8_level_1,Opp,Opp_2,Tm,1stD,1stD_2,TotYd,TotYd_2,PassY,PassY_2,RushY,RushY_2,TO,TO_2,Offense,Defense,Sp. Tms,,key,Unnamed: 0,DET,ARI
2,11,Sun,November 15,1:00PM ET,boxscore,L,,3-7,@,Atlanta Falcons,20.0,17.0,15.0,19.0,271.0,337.0,239.0,223.0,32.0,114.0,4.0,3.0,,,,/boxscores/199211150atl.htm,0,Cmp-Att-Yd-TD-INT,,
3,11,Sun,November 15,1:00PM ET,boxscore,L,,3-7,@,Atlanta Falcons,20.0,17.0,15.0,19.0,271.0,337.0,239.0,223.0,32.0,114.0,4.0,3.0,,,,/boxscores/199211150atl.htm,0,Sacked-Yards,,
4,11,Sun,November 15,1:00PM ET,boxscore,L,,3-7,@,Atlanta Falcons,20.0,17.0,15.0,19.0,271.0,337.0,239.0,223.0,32.0,114.0,4.0,3.0,,,,/boxscores/199211150atl.htm,0,Net Pass Yards,,
5,11,Sun,November 15,1:00PM ET,boxscore,L,,3-7,@,Atlanta Falcons,20.0,17.0,15.0,19.0,271.0,337.0,239.0,223.0,32.0,114.0,4.0,3.0,,,,/boxscores/199211150atl.htm,0,Total Yards,,
6,11,Sun,November 15,1:00PM ET,boxscore,L,,3-7,@,Atlanta Falcons,20.0,17.0,15.0,19.0,271.0,337.0,239.0,223.0,32.0,114.0,4.0,3.0,,,,/boxscores/199211150atl.htm,0,Fumbles-Lost,,
7,11,Sun,November 15,1:00PM ET,boxscore,L,,3-7,@,Atlanta Falcons,20.0,17.0,15.0,19.0,271.0,337.0,239.0,223.0,32.0,114.0,4.0,3.0,,,,/boxscores/199211150atl.htm,0,Turnovers,,
8,11,Sun,November 15,1:00PM ET,boxscore,L,,3-7,@,Atlanta Falcons,20.0,17.0,15.0,19.0,271.0,337.0,239.0,223.0,32.0,114.0,4.0,3.0,,,,/boxscores/199211150atl.htm,0,Penalties-Yards,,
9,11,Sun,November 15,1:00PM ET,boxscore,L,,3-7,@,Atlanta Falcons,20.0,17.0,15.0,19.0,271.0,337.0,239.0,223.0,32.0,114.0,4.0,3.0,,,,/boxscores/199211150atl.htm,0,Third Down Conv.,,
10,11,Sun,November 15,1:00PM ET,boxscore,L,,3-7,@,Atlanta Falcons,20.0,17.0,15.0,19.0,271.0,337.0,239.0,223.0,32.0,114.0,4.0,3.0,,,,/boxscores/199211150atl.htm,0,Fourth Down Conv.,,
11,11,Sun,November 15,1:00PM ET,boxscore,L,,3-7,@,Atlanta Falcons,20.0,17.0,15.0,19.0,271.0,337.0,239.0,223.0,32.0,114.0,4.0,3.0,,,,/boxscores/199211150atl.htm,0,Time of Possession,,
0,12,Sun,November 22,4:00PM ET,boxscore,L,,3-8,,Dallas Cowboys,16.0,10.0,9.0,18.0,149.0,334.0,103.0,237.0,46.0,97.0,1.0,1.0,,,,/boxscores/199211220crd.htm,0,First Downs,,
1,12,Sun,November 22,4:00PM ET,boxscore,L,,3-8,,Dallas Cowboys,16.0,10.0,9.0,18.0,149.0,334.0,103.0,237.0,46.0,97.0,1.0,1.0,,,,/boxscores/199211220crd.htm,0,Rush-Yds-TDs,,
2,12,Sun,November 22,4:00PM ET,boxscore,L,,3-8,,Dallas Cowboys,16.0,10.0,9.0,18.0,149.0,334.0,103.0,237.0,46.0,97.0,1.0,1.0,,,,/boxscores/199211220crd.htm,0,Cmp-Att-Yd-TD-INT,,
3,12,Sun,November 22,4:00PM ET,boxscore,L,,3-8,,Dallas Cowboys,16.0,10.0,9.0,18.0,149.0,334.0,103.0,237.0,46.0,97.0,1.0,1.0,,,,/boxscores/199211220crd.htm,0,Sacked-Yards,,
4,12,Sun,November 22,4:00PM ET,boxscore,L,,3-8,,Dallas Cowboys,16.0,10.0,9.0,18.0,149.0,334.0,103.0,237.0,46.0,97.0,1.0,1.0,,,,/boxscores/199211220crd.htm,0,Net Pass Yards,,
5,12,Sun,November 22,4:00PM ET,boxscore,L,,3-8,,Dallas Cowboys,16.0,10.0,9.0,18.0,149.0,334.0,103.0,237.0,46.0,97.0,1.0,1.0,,,,/boxscores/199211220crd.htm,0,Total Yards,,
6,12,Sun,November 22,4:00PM ET,boxscore,L,,3-8,,Dallas Cowboys,16.0,10.0,9.0,18.0,149.0,334.0,103.0,237.0,46.0,97.0,1.0,1.0,,,,/boxscores/199211220crd.htm,0,Fumbles-Lost,,
7,12,Sun,November 22,4:00PM ET,boxscore,L,,3-8,,Dallas Cowboys,16.0,10.0,9.0,18.0,149.0,334.0,103.0,237.0,46.0,97.0,1.0,1.0,,,,/boxscores/199211220crd.htm,0,Turnovers,,
8,12,Sun,November 22,4:00PM ET,boxscore,L,,3-8,,Dallas Cowboys,16.0,10.0,9.0,18.0,149.0,334.0,103.0,237.0,46.0,97.0,1.0,1.0,,,,/boxscores/199211220crd.htm,0,Penalties-Yards,,
9,12,Sun,November 22,4:00PM ET,boxscore,L,,3-8,,Dallas Cowboys,16.0,10.0,9.0,18.0,149.0,334.0,103.0,237.0,46.0,97.0,1.0,1.0,,,,/boxscores/199211220crd.htm,0,Third Down Conv.,,
10,12,Sun,November 22,4:00PM ET,boxscore,L,,3-8,,Dallas Cowboys,16.0,10.0,9.0,18.0,149.0,334.0,103.0,237.0,46.0,97.0,1.0,1.0,,,,/boxscores/199211220crd.htm,0,Fourth Down Conv.,,
11,12,Sun,November 22,4:00PM ET,boxscore,L,,3-8,,Dallas Cowboys,16.0,10.0,9.0,18.0,149.0,334.0,103.0,237.0,46.0,97.0,1.0,1.0,,,,/boxscores/199211220crd.htm,0,Time of Possession,,
0,13,Sun,November 29,1:00PM ET,boxscore,L,,3-9,@,Washington Redskins,41.0,3.0,14.0,22.0,308.0,334.0,255.0,191.0,53.0,143.0,6.0,2.0,,,,/boxscores/199211290was.htm,0,First Downs,,
1,13,Sun,November 29,1:00PM ET,boxscore,L,,3-9,@,Washington Redskins,41.0,3.0,14.0,22.0,308.0,334.0,255.0,191.0,53.0,143.0,6.0,2.0,,,,/boxscores/199211290was.htm,0,Rush-Yds-TDs,,
2,13,Sun,November 29,1:00PM ET,boxscore,L,,3-9,@,Washington Redskins,41.0,3.0,14.0,22.0,308.0,334.0,255.0,191.0,53.0,143.0,6.0,2.0,,,,/boxscores/199211290was.htm,0,Cmp-Att-Yd-TD-INT,,
3,13,Sun,November 29,1:00PM ET,boxscore,L,,3-9,@,Washington Redskins,41.0,3.0,14.0,22.0,308.0,334.0,255.0,191.0,53.0,143.0,6.0,2.0,,,,/boxscores/199211290was.htm,0,Sacked-Yards,,
4,13,Sun,November 29,1:00PM ET,boxscore,L,,3-9,@,Washington Redskins,41.0,3.0,14.0,22.0,308.0,334.0,255.0,191.0,53.0,143.0,6.0,2.0,,,,/boxscores/199211290was.htm,0,Net Pass Yards,,
5,13,Sun,November 29,1:00PM ET,boxscore,L,,3-9,@,Washington Redskins,41.0,3.0,14.0,22.0,308.0,334.0,255.0,191.0,53.0,143.0,6.0,2.0,,,,/boxscores/199211290was.htm,0,Total Yards,,
6,13,Sun,November 29,1:00PM ET,boxscore,L,,3-9,@,Washington Redskins,41.0,3.0,14.0,22.0,308.0,334.0,255.0,191.0,53.0,143.0,6.0,2.0,,,,/boxscores/199211290was.htm,0,Fumbles-Lost,,
7,13,Sun,November 29,1:00PM ET,boxscore,L,,3-9,@,Washington Redskins,41.0,3.0,14.0,22.0,308.0,334.0,255.0,191.0,53.0,143.0,6.0,2.0,,,,/boxscores/199211290was.htm,0,Turnovers,,
8,13,Sun,November 29,1:00PM ET,boxscore,L,,3-9,@,Washington Redskins,41.0,3.0,14.0,22.0,308.0,334.0,255.0,191.0,53.0,143.0,6.0,2.0,,,,/boxscores/199211290was.htm,0,Penalties-Yards,,
9,13,Sun,November 29,1:00PM ET,boxscore,L,,3-9,@,Washington Redskins,41.0,3.0,14.0,22.0,308.0,334.0,255.0,191.0,53.0,143.0,6.0,2.0,,,,/boxscores/199211290was.htm,0,Third Down Conv.,,
10,13,Sun,November 29,1:00PM ET,boxscore,L,,3-9,@,Washington Redskins,41.0,3.0,14.0,22.0,308.0,334.0,255.0,191.0,53.0,143.0,6.0,2.0,,,,/boxscores/199211290was.htm,0,Fourth Down Conv.,,
11,13,Sun,November 29,1:00PM ET,boxscore,L,,3-9,@,Washington Redskins,41.0,3.0,14.0,22.0,308.0,334.0,255.0,191.0,53.0,143.0,6.0,2.0,,,,/boxscores/199211290was.htm,0,Time of Possession,,
0,14,Sun,December 6,4:00PM ET,boxscore,L,,3-10,,San Diego Chargers,27.0,21.0,20.0,14.0,323.0,296.0,227.0,267.0,96.0,29.0,5.0,2.0,,,,/boxscores/199212060crd.htm,0,First Downs,,
1,14,Sun,December 6,4:00PM ET,boxscore,L,,3-10,,San Diego Chargers,27.0,21.0,20.0,14.0,323.0,296.0,227.0,267.0,96.0,29.0,5.0,2.0,,,,/boxscores/199212060crd.htm,0,Rush-Yds-TDs,,
2,14,Sun,December 6,4:00PM ET,boxscore,L,,3-10,,San Diego Chargers,27.0,21.0,20.0,14.0,323.0,296.0,227.0,267.0,96.0,29.0,5.0,2.0,,,,/boxscores/199212060crd.htm,0,Cmp-Att-Yd-TD-INT,,
3,14,Sun,December 6,4:00PM ET,boxscore,L,,3-10,,San Diego Chargers,27.0,21.0,20.0,14.0,323.0,296.0,227.0,267.0,96.0,29.0,5.0,2.0,,,,/boxscores/199212060crd.htm,0,Sacked-Yards,,
4,14,Sun,December 6,4:00PM ET,boxscore,L,,3-10,,San Diego Chargers,27.0,21.0,20.0,14.0,323.0,296.0,227.0,267.0,96.0,29.0,5.0,2.0,,,,/boxscores/199212060crd.htm,0,Net Pass Yards,,
5,14,Sun,December 6,4:00PM ET,boxscore,L,,3-10,,San Diego Chargers,27.0,21.0,20.0,14.0,323.0,296.0,227.0,267.0,96.0,29.0,5.0,2.0,,,,/boxscores/199212060crd.htm,0,Total Yards,,
6,14,Sun,December 6,4:00PM ET,boxscore,L,,3-10,,San Diego Chargers,27.0,21.0,20.0,14.0,323.0,296.0,227.0,267.0,96.0,29.0,5.0,2.0,,,,/boxscores/199212060crd.htm,0,Fumbles-Lost,,
7,14,Sun,December 6,4:00PM ET,boxscore,L,,3-10,,San Diego Chargers,27.0,21.0,20.0,14.0,323.0,296.0,227.0,267.0,96.0,29.0,5.0,2.0,,,,/boxscores/199212060crd.htm,0,Turnovers,,
8,14,Sun,December 6,4:00PM ET,boxscore,L,,3-10,,San Diego Chargers,27.0,21.0,20.0,14.0,323.0,296.0,227.0,267.0,96.0,29.0,5.0,2.0,,,,/boxscores/199212060crd.htm,0,Penalties-Yards,,
9,14,Sun,December 6,4:00PM ET,boxscore,L,,3-10,,San Diego Chargers,27.0,21.0,20.0,14.0,323.0,296.0,227.0,267.0,96.0,29.0,5.0,2.0,,,,/boxscores/199212060crd.htm,0,Third Down Conv.,,
10,14,Sun,December 6,4:00PM ET,boxscore,L,,3-10,,San Diego Chargers,27.0,21.0,20.0,14.0,323.0,296.0,227.0,267.0,96.0,29.0,5.0,2.0,,,,/boxscores/199212060crd.htm,0,Fourth Down Conv.,,
11,14,Sun,December 6,4:00PM ET,boxscore,L,,3-10,,San Diego Chargers,27.0,21.0,20.0,14.0,323.0,296.0,227.0,267.0,96.0,29.0,5.0,2.0,,,,/boxscores/199212060crd.htm,0,Time of Possession,,
0,15,Sat,December 12,4:00PM ET,boxscore,W,,4-10,,New York Giants,0.0,19.0,18.0,8.0,280.0,131.0,101.0,61.0,179.0,70.0,1.0,3.0,,,,/boxscores/199212120crd.htm,0,First Downs,,
1,15,Sat,December 12,4:00PM ET,boxscore,W,,4-10,,New York Giants,0.0,19.0,18.0,8.0,280.0,131.0,101.0,61.0,179.0,70.0,1.0,3.0,,,,/boxscores/199212120crd.htm,0,Rush-Yds-TDs,,
2,15,Sat,December 12,4:00PM ET,boxscore,W,,4-10,,New York Giants,0.0,19.0,18.0,8.0,280.0,131.0,101.0,61.0,179.0,70.0,1.0,3.0,,,,/boxscores/199212120crd.htm,0,Cmp-Att-Yd-TD-INT,,
3,15,Sat,December 12,4:00PM ET,boxscore,W,,4-10,,New York Giants,0.0,19.0,18.0,8.0,280.0,131.0,101.0,61.0,179.0,70.0,1.0,3.0,,,,/boxscores/199212120crd.htm,0,Sacked-Yards,,
4,15,Sat,December 12,4:00PM ET,boxscore,W,,4-10,,New York Giants,0.0,19.0,18.0,8.0,280.0,131.0,101.0,61.0,179.0,70.0,1.0,3.0,,,,/boxscores/199212120crd.htm,0,Net Pass Yards,,
5,15,Sat,December 12,4:00PM ET,boxscore,W,,4-10,,New York Giants,0.0,19.0,18.0,8.0,280.0,131.0,101.0,61.0,179.0,70.0,1.0,3.0,,,,/boxscores/199212120crd.htm,0,Total Yards,,
6,15,Sat,December 12,4:00PM ET,boxscore,W,,4-10,,New York Giants,0.0,19.0,18.0,8.0,280.0,131.0,101.0,61.0,179.0,70.0,1.0,3.0,,,,/boxscores/199212120crd.htm,0,Fumbles-Lost,,
7,15,Sat,December 12,4:00PM ET,boxscore,W,,4-10,,New York Giants,0.0,19.0,18.0,8.0,280.0,131.0,101.0,61.0,179.0,70.0,1.0,3.0,,,,/boxscores/199212120crd.htm,0,Turnovers,,
8,15,Sat,December 12,4:00PM ET,boxscore,W,,4-10,,New York Giants,0.0,19.0,18.0,8.0,280.0,131.0,101.0,61.0,179.0,70.0,1.0,3.0,,,,/boxscores/199212120crd.htm,0,Penalties-Yards,,
9,15,Sat,December 12,4:00PM ET,boxscore,W,,4-10,,New York Giants,0.0,19.0,18.0,8.0,280.0,131.0,101.0,61.0,179.0,70.0,1.0,3.0,,,,/boxscores/199212120crd.htm,0,Third Down Conv.,,
10,15,Sat,December 12,4:00PM ET,boxscore,W,,4-10,,New York Giants,0.0,19.0,18.0,8.0,280.0,131.0,101.0,61.0,179.0,70.0,1.0,3.0,,,,/boxscores/199212120crd.htm,0,Fourth Down Conv.,,
11,15,Sat,December 12,4:00PM ET,boxscore,W,,4-10,,New York Giants,0.0,19.0,18.0,8.0,280.0,131.0,101.0,61.0,179.0,70.0,1.0,3.0,,,,/boxscores/199212120crd.htm,0,Time of Possession,,
0,16,Sun,December 20,1:00PM ET,boxscore,L,,4-11,@,Indianapolis Colts,16.0,13.0,18.0,21.0,290.0,366.0,131.0,319.0,159.0,47.0,3.0,2.0,,,,/boxscores/199212200clt.htm,0,First Downs,,
1,16,Sun,December 20,1:00PM ET,boxscore,L,,4-11,@,Indianapolis Colts,16.0,13.0,18.0,21.0,290.0,366.0,131.0,319.0,159.0,47.0,3.0,2.0,,,,/boxscores/199212200clt.htm,0,Rush-Yds-TDs,,
2,16,Sun,December 20,1:00PM ET,boxscore,L,,4-11,@,Indianapolis Colts,16.0,13.0,18.0,21.0,290.0,366.0,131.0,319.0,159.0,47.0,3.0,2.0,,,,/boxscores/199212200clt.htm,0,Cmp-Att-Yd-TD-INT,,
3,16,Sun,December 20,1:00PM ET,boxscore,L,,4-11,@,Indianapolis Colts,16.0,13.0,18.0,21.0,290.0,366.0,131.0,319.0,159.0,47.0,3.0,2.0,,,,/boxscores/199212200clt.htm,0,Sacked-Yards,,
4,16,Sun,December 20,1:00PM ET,boxscore,L,,4-11,@,Indianapolis Colts,16.0,13.0,18.0,21.0,290.0,366.0,131.0,319.0,159.0,47.0,3.0,2.0,,,,/boxscores/199212200clt.htm,0,Net Pass Yards,,
5,16,Sun,December 20,1:00PM ET,boxscore,L,,4-11,@,Indianapolis Colts,16.0,13.0,18.0,21.0,290.0,366.0,131.0,319.0,159.0,47.0,3.0,2.0,,,,/boxscores/199212200clt.htm,0,Total Yards,,
6,16,Sun,December 20,1:00PM ET,boxscore,L,,4-11,@,Indianapolis Colts,16.0,13.0,18.0,21.0,290.0,366.0,131.0,319.0,159.0,47.0,3.0,2.0,,,,/boxscores/199212200clt.htm,0,Fumbles-Lost,,
7,16,Sun,December 20,1:00PM ET,boxscore,L,,4-11,@,Indianapolis Colts,16.0,13.0,18.0,21.0,290.0,366.0,131.0,319.0,159.0,47.0,3.0,2.0,,,,/boxscores/199212200clt.htm,0,Turnovers,,
8,16,Sun,December 20,1:00PM ET,boxscore,L,,4-11,@,Indianapolis Colts,16.0,13.0,18.0,21.0,290.0,366.0,131.0,319.0,159.0,47.0,3.0,2.0,,,,/boxscores/199212200clt.htm,0,Penalties-Yards,,
9,16,Sun,December 20,1:00PM ET,boxscore,L,,4-11,@,Indianapolis Colts,16.0,13.0,18.0,21.0,290.0,366.0,131.0,319.0,159.0,47.0,3.0,2.0,,,,/boxscores/199212200clt.htm,0,Third Down Conv.,,
10,16,Sun,December 20,1:00PM ET,boxscore,L,,4-11,@,Indianapolis Colts,16.0,13.0,18.0,21.0,290.0,366.0,131.0,319.0,159.0,47.0,3.0,2.0,,,,/boxscores/199212200clt.htm,0,Fourth Down Conv.,,
11,16,Sun,December 20,1:00PM ET,boxscore,L,,4-11,@,Indianapolis Colts,16.0,13.0,18.0,21.0,290.0,366.0,131.0,319.0,159.0,47.0,3.0,2.0,,,,/boxscores/199212200clt.htm,0,Time of Possession,,
0,17,Sun,December 27,4:00PM ET,boxscore,L,,4-12,,Tampa Bay Buccaneers,7.0,3.0,21.0,12.0,353.0,240.0,233.0,210.0,120.0,30.0,6.0,1.0,,,,/boxscores/199212270crd.htm,0,First Downs,,
1,17,Sun,December 27,4:00PM ET,boxscore,L,,4-12,,Tampa Bay Buccaneers,7.0,3.0,21.0,12.0,353.0,240.0,233.0,210.0,120.0,30.0,6.0,1.0,,,,/boxscores/199212270crd.htm,0,Rush-Yds-TDs,,
2,17,Sun,December 27,4:00PM ET,boxscore,L,,4-12,,Tampa Bay Buccaneers,7.0,3.0,21.0,12.0,353.0,240.0,233.0,210.0,120.0,30.0,6.0,1.0,,,,/boxscores/199212270crd.htm,0,Cmp-Att-Yd-TD-INT,,
3,17,Sun,December 27,4:00PM ET,boxscore,L,,4-12,,Tampa Bay Buccaneers,7.0,3.0,21.0,12.0,353.0,240.0,233.0,210.0,120.0,30.0,6.0,1.0,,,,/boxscores/199212270crd.htm,0,Sacked-Yards,,
4,17,Sun,December 27,4:00PM ET,boxscore,L,,4-12,,Tampa Bay Buccaneers,7.0,3.0,21.0,12.0,353.0,240.0,233.0,210.0,120.0,30.0,6.0,1.0,,,,/boxscores/199212270crd.htm,0,Net Pass Yards,,
5,17,Sun,December 27,4:00PM ET,boxscore,L,,4-12,,Tampa Bay Buccaneers,7.0,3.0,21.0,12.0,353.0,240.0,233.0,210.0,120.0,30.0,6.0,1.0,,,,/boxscores/199212270crd.htm,0,Total Yards,,
6,17,Sun,December 27,4:00PM ET,boxscore,L,,4-12,,Tampa Bay Buccaneers,7.0,3.0,21.0,12.0,353.0,240.0,233.0,210.0,120.0,30.0,6.0,1.0,,,,/boxscores/199212270crd.htm,0,Fumbles-Lost,,
7,17,Sun,December 27,4:00PM ET,boxscore,L,,4-12,,Tampa Bay Buccaneers,7.0,3.0,21.0,12.0,353.0,240.0,233.0,210.0,120.0,30.0,6.0,1.0,,,,/boxscores/199212270crd.htm,0,Turnovers,,
8,17,Sun,December 27,4:00PM ET,boxscore,L,,4-12,,Tampa Bay Buccaneers,7.0,3.0,21.0,12.0,353.0,240.0,233.0,210.0,120.0,30.0,6.0,1.0,,,,/boxscores/199212270crd.htm,0,Penalties-Yards,,
9,17,Sun,December 27,4:00PM ET,boxscore,L,,4-12,,Tampa Bay Buccaneers,7.0,3.0,21.0,12.0,353.0,240.0,233.0,210.0,120.0,30.0,6.0,1.0,,,,/boxscores/199212270crd.htm,0,Third Down Conv.,,
10,17,Sun,December 27,4:00PM ET,boxscore,L,,4-12,,Tampa Bay Buccaneers,7.0,3.0,21.0,12.0,353.0,240.0,233.0,210.0,120.0,30.0,6.0,1.0,,,,/boxscores/199212270crd.htm,0,Fourth Down Conv.,,
11,17,Sun,December 27,4:00PM ET,boxscore,L,,4-12,,Tampa Bay Buccaneers,7.0,3.0,21.0,12.0,353.0,240.0,233.0,210.0,120.0,30.0,6.0,1.0,,,,/boxscores/199212270crd.htm,0,Time of Possession,,
0,1,Sun,September 1,4:00PM ET,boxscore,W,,1-0,@,Los Angeles Rams,14.0,24.0,13.0,25.0,193.0,375.0,124.0,276.0,69.0,99.0,,7.0,,,,/boxscores/199109010ram.htm,0,First Downs,,
1,1,Sun,September 1,4:00PM ET,boxscore,W,,1-0,@,Los Angeles Rams,14.0,24.0,13.0,25.0,193.0,375.0,124.0,276.0,69.0,99.0,,7.0,,,,/boxscores/199109010ram.htm,0,Rush-Yds-TDs,,
2,1,Sun,September 1,4:00PM ET,boxscore,W,,1-0,@,Los Angeles Rams,14.0,24.0,13.0,25.0,193.0,375.0,124.0,276.0,69.0,99.0,,7.0,,,,/boxscores/199109010ram.htm,0,Cmp-Att-Yd-TD-INT,,
3,1,Sun,September 1,4:00PM ET,boxscore,W,,1-0,@,Los Angeles Rams,14.0,24.0,13.0,25.0,193.0,375.0,124.0,276.0,69.0,99.0,,7.0,,,,/boxscores/199109010ram.htm,0,Sacked-Yards,,
4,1,Sun,September 1,4:00PM ET,boxscore,W,,1-0,@,Los Angeles Rams,14.0,24.0,13.0,25.0,193.0,375.0,124.0,276.0,69.0,99.0,,7.0,,,,/boxscores/199109010ram.htm,0,Net Pass Yards,,
5,1,Sun,September 1,4:00PM ET,boxscore,W,,1-0,@,Los Angeles Rams,14.0,24.0,13.0,25.0,193.0,375.0,124.0,276.0,69.0,99.0,,7.0,,,,/boxscores/199109010ram.htm,0,Total Yards,,
6,1,Sun,September 1,4:00PM ET,boxscore,W,,1-0,@,Los Angeles Rams,14.0,24.0,13.0,25.0,193.0,375.0,124.0,276.0,69.0,99.0,,7.0,,,,/boxscores/199109010ram.htm,0,Fumbles-Lost,,
7,1,Sun,September 1,4:00PM ET,boxscore,W,,1-0,@,Los Angeles Rams,14.0,24.0,13.0,25.0,193.0,375.0,124.0,276.0,69.0,99.0,,7.0,,,,/boxscores/199109010ram.htm,0,Turnovers,,
8,1,Sun,September 1,4:00PM ET,boxscore,W,,1-0,@,Los Angeles Rams,14.0,24.0,13.0,25.0,193.0,375.0,124.0,276.0,69.0,99.0,,7.0,,,,/boxscores/199109010ram.htm,0,Penalties-Yards,,
9,1,Sun,September 1,4:00PM ET,boxscore,W,,1-0,@,Los Angeles Rams,14.0,24.0,13.0,25.0,193.0,375.0,124.0,276.0,69.0,99.0,,7.0,,,,/boxscores/199109010ram.htm,0,Third Down Conv.,,
10,1,Sun,September 1,4:00PM ET,boxscore,W,,1-0,@,Los Angeles Rams,14.0,24.0,13.0,25.0,193.0,375.0,124.0,276.0,69.0,99.0,,7.0,,,,/boxscores/199109010ram.htm,0,Fourth Down Conv.,,
11,1,Sun,September 1,4:00PM ET,boxscore,W,,1-0,@,Los Angeles Rams,14.0,24.0,13.0,25.0,193.0,375.0,124.0,276.0,69.0,99.0,,7.0,,,,/boxscores/199109010ram.htm,0,Time of Possession,,
0,2,Sun,September 8,1:00PM ET,boxscore,W,,2-0,@,Philadelphia Eagles,10.0,26.0,10.0,17.0,297.0,307.0,217.0,229.0,80.0,78.0,2.0,6.0,,,,/boxscores/199109080phi.htm,0,First Downs,,
1,2,Sun,September 8,1:00PM ET,boxscore,W,,2-0,@,Philadelphia Eagles,10.0,26.0,10.0,17.0,297.0,307.0,217.0,229.0,80.0,78.0,2.0,6.0,,,,/boxscores/199109080phi.htm,0,Rush-Yds-TDs,,
2,2,Sun,September 8,1:00PM ET,boxscore,W,,2-0,@,Philadelphia Eagles,10.0,26.0,10.0,17.0,297.0,307.0,217.0,229.0,80.0,78.0,2.0,6.0,,,,/boxscores/199109080phi.htm,0,Cmp-Att-Yd-TD-INT,,
3,2,Sun,September 8,1:00PM ET,boxscore,W,,2-0,@,Philadelphia Eagles,10.0,26.0,10.0,17.0,297.0,307.0,217.0,229.0,80.0,78.0,2.0,6.0,,,,/boxscores/199109080phi.htm,0,Sacked-Yards,,
4,2,Sun,September 8,1:00PM ET,boxscore,W,,2-0,@,Philadelphia Eagles,10.0,26.0,10.0,17.0,297.0,307.0,217.0,229.0,80.0,78.0,2.0,6.0,,,,/boxscores/199109080phi.htm,0,Net Pass Yards,,
5,2,Sun,September 8,1:00PM ET,boxscore,W,,2-0,@,Philadelphia Eagles,10.0,26.0,10.0,17.0,297.0,307.0,217.0,229.0,80.0,78.0,2.0,6.0,,,,/boxscores/199109080phi.htm,0,Total Yards,,
6,2,Sun,September 8,1:00PM ET,boxscore,W,,2-0,@,Philadelphia Eagles,10.0,26.0,10.0,17.0,297.0,307.0,217.0,229.0,80.0,78.0,2.0,6.0,,,,/boxscores/199109080phi.htm,0,Fumbles-Lost,,
7,2,Sun,September 8,1:00PM ET,boxscore,W,,2-0,@,Philadelphia Eagles,10.0,26.0,10.0,17.0,297.0,307.0,217.0,229.0,80.0,78.0,2.0,6.0,,,,/boxscores/199109080phi.htm,0,Turnovers,,
8,2,Sun,September 8,1:00PM ET,boxscore,W,,2-0,@,Philadelphia Eagles,10.0,26.0,10.0,17.0,297.0,307.0,217.0,229.0,80.0,78.0,2.0,6.0,,,,/boxscores/199109080phi.htm,0,Penalties-Yards,,
9,2,Sun,September 8,1:00PM ET,boxscore,W,,2-0,@,Philadelphia Eagles,10.0,26.0,10.0,17.0,297.0,307.0,217.0,229.0,80.0,78.0,2.0,6.0,,,,/boxscores/199109080phi.htm,0,Third Down Conv.,,
10,2,Sun,September 8,1:00PM ET,boxscore,W,,2-0,@,Philadelphia Eagles,10.0,26.0,10.0,17.0,297.0,307.0,217.0,229.0,80.0,78.0,2.0,6.0,,,,/boxscores/199109080phi.htm,0,Fourth Down Conv.,,
11,2,Sun,September 8,1:00PM ET,boxscore,W,,2-0,@,Philadelphia Eagles,10.0,26.0,10.0,17.0,297.0,307.0,217.0,229.0,80.0,78.0,2.0,6.0,,,,/boxscores/199109080phi.htm,0,Time of Possession,,
0,3,Sun,September 15,1:00PM ET,boxscore,L,,2-1,@,Washington Redskins,34.0,0.0,10.0,22.0,165.0,350.0,110.0,181.0,55.0,169.0,4.0,2.0,,,,/boxscores/199109150was.htm,0,First Downs,,
1,3,Sun,September 15,1:00PM ET,boxscore,L,,2-1,@,Washington Redskins,34.0,0.0,10.0,22.0,165.0,350.0,110.0,181.0,55.0,169.0,4.0,2.0,,,,/boxscores/199109150was.htm,0,Rush-Yds-TDs,,
2,3,Sun,September 15,1:00PM ET,boxscore,L,,2-1,@,Washington Redskins,34.0,0.0,10.0,22.0,165.0,350.0,110.0,181.0,55.0,169.0,4.0,2.0,,,,/boxscores/199109150was.htm,0,Cmp-Att-Yd-TD-INT,,
3,3,Sun,September 15,1:00PM ET,boxscore,L,,2-1,@,Washington Redskins,34.0,0.0,10.0,22.0,165.0,350.0,110.0,181.0,55.0,169.0,4.0,2.0,,,,/boxscores/199109150was.htm,0,Sacked-Yards,,
4,3,Sun,September 15,1:00PM ET,boxscore,L,,2-1,@,Washington Redskins,34.0,0.0,10.0,22.0,165.0,350.0,110.0,181.0,55.0,169.0,4.0,2.0,,,,/boxscores/199109150was.htm,0,Net Pass Yards,,
5,3,Sun,September 15,1:00PM ET,boxscore,L,,2-1,@,Washington Redskins,34.0,0.0,10.0,22.0,165.0,350.0,110.0,181.0,55.0,169.0,4.0,2.0,,,,/boxscores/199109150was.htm,0,Total Yards,,
6,3,Sun,September 15,1:00PM ET,boxscore,L,,2-1,@,Washington Redskins,34.0,0.0,10.0,22.0,165.0,350.0,110.0,181.0,55.0,169.0,4.0,2.0,,,,/boxscores/199109150was.htm,0,Fumbles-Lost,,
