,Year,Team,Week,,Sacked,Yards
0,1960,crd,3,/boxscores/196010090phi.htm,1,11
0,1960,crd,4,/boxscores/196010160pit.htm,3,23
0,1960,crd,5,/boxscores/196010230crd.htm,0,0
0,1960,crd,6,/boxscores/196010300nyg.htm,1,7
0,1960,crd,7,/boxscores/196011060crd.htm,1,7
0,1960,crd,8,/boxscores/196011130cle.htm,3,23
0,1960,crd,9,/boxscores/196011200was.htm,0,0
0,1960,crd,10,/boxscores/196011270crd.htm,0,0
0,1960,crd,11,/boxscores/196012040crd.htm,2,20
0,1960,crd,13,/boxscores/196012180crd.htm,5,46
0,1959,crd,1,/boxscores/195909270crd.htm,1,12
0,1959,crd,2,/boxscores/195910040crd.htm,3,25
0,1959,crd,3,/boxscores/195910110was.htm,4,38
0,1959,crd,4,/boxscores/195910180cle.htm,0,0
0,1959,crd,5,/boxscores/195910250crd.htm,0,0
0,1959,crd,6,/boxscores/195911010crd.htm,0,0
0,1959,crd,7,/boxscores/195911080nyg.htm,2,14
0,1959,crd,8,/boxscores/195911150phi.htm,3,25
0,1959,crd,9,/boxscores/195911220crd.htm,5,45
0,1959,crd,10,/boxscores/195911290crd.htm,2,14
0,1959,crd,11,/boxscores/195912060det.htm,2,18
0,1959,crd,12,/boxscores/195912130pit.htm,2,16
0,1958,crd,1,/boxscores/195809280crd.htm,2,22
0,1958,crd,2,/boxscores/195810040crd.htm,2,22
0,1958,crd,3,/boxscores/195810120cle.htm,2,16
0,1958,crd,4,/boxscores/195810190nyg.htm,0,0
0,1958,crd,5,/boxscores/195810260crd.htm,3,27
0,1958,crd,6,/boxscores/195811020crd.htm,2,17
0,1958,crd,7,/boxscores/195811090was.htm,0,2
0,1958,crd,8,/boxscores/195811160phi.htm,1,7
0,1958,crd,9,/boxscores/195811230crd.htm,0,0
0,1958,crd,10,/boxscores/195811300crd.htm,1,11
0,1958,crd,11,/boxscores/195812070chi.htm,3,29
0,1958,crd,12,/boxscores/195812130pit.htm,1,8
0,1957,crd,1,/boxscores/195709290sfo.htm,1,5
0,1957,crd,2,/boxscores/195710060crd.htm,4,39
0,1957,crd,3,/boxscores/195710130pit.htm,1,12
0,1957,crd,4,/boxscores/195710200was.htm,0,0
0,1957,crd,5,/boxscores/195710270crd.htm,1,10
0,1957,crd,6,/boxscores/195711030crd.htm,1,11
0,1957,crd,7,/boxscores/195711100nyg.htm,3,26
0,1957,crd,9,/boxscores/195711240crd.htm,1,6
0,1957,crd,10,/boxscores/195712010cle.htm,1,13
0,1957,crd,11,/boxscores/195712080crd.htm,2,22
0,1957,crd,12,/boxscores/195712140phi.htm,1,10
0,1957,crd,13,/boxscores/195712220crd.htm,4,40
0,1956,crd,1,/boxscores/195609300crd.htm,0,0
0,1956,crd,2,/boxscores/195610070crd.htm,0,0
0,1956,crd,3,/boxscores/195610140was.htm,0,2
0,1956,crd,4,/boxscores/195610210phi.htm,0,0
0,1956,crd,5,/boxscores/195610280crd.htm,3,24
0,1956,crd,6,/boxscores/195611040crd.htm,2,15
0,1956,crd,7,/boxscores/195611110nyg.htm,0,4
0,1956,crd,8,/boxscores/195611180pit.htm,2,16
0,1956,crd,9,/boxscores/195611250crd.htm,3,25
0,1956,crd,10,/boxscores/195612020crd.htm,1,7
0,1956,crd,11,/boxscores/195612090chi.htm,3,30
0,1956,crd,12,/boxscores/195612160cle.htm,0,0
0,1955,crd,1,/boxscores/195509260pit.htm,1,12
0,1955,crd,2,/boxscores/195510020crd.htm,0,0
0,1955,crd,3,/boxscores/195510090was.htm,1,8
0,1955,crd,4,/boxscores/195510160nyg.htm,1,10
0,1955,crd,5,/boxscores/195510230crd.htm,1,5
0,1955,crd,6,/boxscores/195510300crd.htm,2,16
0,1955,crd,7,/boxscores/195511050crd.htm,1,7
0,1955,crd,8,/boxscores/195511130gnb.htm,1,5
0,1955,crd,9,/boxscores/195511200crd.htm,4,40
0,1955,crd,10,/boxscores/195511270crd.htm,0,2
0,1955,crd,11,/boxscores/195512040phi.htm,7,60
0,1955,crd,12,/boxscores/195512110cle.htm,1,10
0,1954,crd,1,/boxscores/195409260crd.htm,2,15
0,1954,crd,2,/boxscores/195410030crd.htm,5,48
0,1954,crd,3,/boxscores/195410100cle.htm,0,0
0,1954,crd,4,/boxscores/195410170nyg.htm,3,24
0,1954,crd,5,/boxscores/195410240crd.htm,3,26
0,1954,crd,6,/boxscores/195410310crd.htm,2,15
0,1954,crd,7,/boxscores/195411070phi.htm,4,37
0,1954,crd,8,/boxscores/195411140ram.htm,1,9
0,1954,crd,9,/boxscores/195411210crd.htm,0,0
0,1954,crd,10,/boxscores/195411280pit.htm,2,15
0,1954,crd,11,/boxscores/195412050crd.htm,5,42
0,1954,crd,12,/boxscores/195412120was.htm,1,10
0,1953,crd,1,/boxscores/195309270crd.htm,1,13
0,1953,crd,2,/boxscores/195310040crd.htm,4,40
0,1953,crd,3,/boxscores/195310110pit.htm,2,18
0,1953,crd,4,/boxscores/195310180nyg.htm,4,32
0,1953,crd,5,/boxscores/195310250crd.htm,5,43
0,1953,crd,6,/boxscores/195311010crd.htm,2,21
0,1953,crd,7,/boxscores/195311080was.htm,5,43
0,1953,crd,8,/boxscores/195311150crd.htm,5,47
0,1953,crd,9,/boxscores/195311210phi.htm,4,32
0,1953,crd,10,/boxscores/195311290cle.htm,1,7
0,1953,crd,11,/boxscores/195312060crd.htm,1,13
0,1953,crd,12,/boxscores/195312130chi.htm,2,19
0,1952,crd,1,/boxscores/195209290crd.htm,2,15
0,1952,crd,2,/boxscores/195210050crd.htm,0,0
0,1952,crd,3,/boxscores/195210120was.htm,3,27
0,1952,crd,4,/boxscores/195210190nyg.htm,5,41
0,1952,crd,5,/boxscores/195210260crd.htm,2,17
0,1952,crd,6,/boxscores/195211020crd.htm,2,18
0,1952,crd,7,/boxscores/195211090cle.htm,4,32
0,1952,crd,8,/boxscores/195211160phi.htm,4,38
0,1952,crd,9,/boxscores/195211230pit.htm,5,43
0,1952,crd,10,/boxscores/195211300crd.htm,2,21
0,1952,crd,11,/boxscores/195212070crd.htm,2,22
0,1952,crd,12,/boxscores/195212140chi.htm,3,27
0,1951,crd,1,/boxscores/195109300crd.htm,3,30
0,1951,crd,2,/boxscores/195110070crd.htm,0,0
0,1951,crd,3,/boxscores/195110140nyg.htm,3,24
0,1951,crd,4,/boxscores/195110210was.htm,0,0
0,1951,crd,5,/boxscores/195110280crd.htm,0,0
0,1951,crd,6,/boxscores/195111040crd.htm,3,31
0,1951,crd,7,/boxscores/195111110ram.htm,3,25
0,1951,crd,8,/boxscores/195111180sfo.htm,0,0
0,1951,crd,9,/boxscores/195111250crd.htm,7,59
0,1951,crd,10,/boxscores/195112020cle.htm,6,52
0,1951,crd,11,/boxscores/195112090crd.htm,0,0
0,1951,crd,12,/boxscores/195112160chi.htm,0,0
0,1950,crd,2,/boxscores/195009240crd.htm,4,38
0,1950,crd,3,/boxscores/195010020crd.htm,0,0
0,1950,crd,4,/boxscores/195010080chi.htm,0,0
0,1950,crd,5,/boxscores/195010150cle.htm,0,0
0,1950,crd,6,/boxscores/195010220was.htm,0,0
0,1950,crd,7,/boxscores/195010290crd.htm,4,32
0,1950,crd,8,/boxscores/195011050crd.htm,0,0
0,1950,crd,9,/boxscores/195011120nyg.htm,1,6
0,1950,crd,10,/boxscores/195011190phi.htm,1,13
0,1950,crd,11,/boxscores/195011230crd.htm,0,0
0,1950,crd,12,/boxscores/195012030crd.htm,0,0
0,1950,crd,13,/boxscores/195012100pit.htm,0,0
